Unnamed: 0,UID,Gender,Age,YearInCollege,Education,State,Major,JobExperience,TaskID,Complexity,Category,CorrectAnswer,UserAnswer,Duration,source_file
15,5c429f4f,Male,25-35,Senior,Some college/university,Nevada,Computer Science,4,16,L-3,Interpolation,3,3,16.338,AKIAYPZKJUD4MSKJLBUZ_v_20250424T003625_5zpu2o0J.hXi_q0L4JlxZysJ5.gNQan5.csv
0,d7a03449,Male,18-24,Senior,High School / GED,Nevada,Computer Science,6,1,L-1,Concatenation,2,2,20.527,AKIAYPZKJUD4MSKJLBUZ_v_20250424T004557_ZqcUVYjr5xLFHyfI8iOsG7i9nLQflM6_.csv
1,d7a03449,Male,18-24,Senior,High School / GED,Nevada,Computer Science,6,2,L-1,Interpolation,1,1,18.54,AKIAYPZKJUD4MSKJLBUZ_v_20250424T004557_ZqcUVYjr5xLFHyfI8iOsG7i9nLQflM6_.csv
2,d7a03449,Male,18-24,Senior,High School / GED,Nevada,Computer Science,6,3,L-2,Concatenation,1,4,45.995,AKIAYPZKJUD4MSKJLBUZ_v_20250424T004557_ZqcUVYjr5xLFHyfI8iOsG7i9nLQflM6_.csv
3,d7a03449,Male,18-24,Senior,High School / GED,Nevada,Computer Science,6,4,L-2,Interpolation,2,2,31.796,AKIAYPZKJUD4MSKJLBUZ_v_20250424T004557_ZqcUVYjr5xLFHyfI8iOsG7i9nLQflM6_.csv
4,d7a03449,Male,18-24,Senior,High School / GED,Nevada,Computer Science,6,5,L-2,Concatenation,3,3,33.467,AKIAYPZKJUD4MSKJLBUZ_v_20250424T004557_ZqcUVYjr5xLFHyfI8iOsG7i9nLQflM6_.csv
5,d7a03449,Male,18-24,Senior,High School / GED,Nevada,Computer Science,6,6,L-2,Interpolation,4,3,24.469,AKIAYPZKJUD4MSKJLBUZ_v_20250424T004557_ZqcUVYjr5xLFHyfI8iOsG7i9nLQflM6_.csv
6,d7a03449,Male,18-24,Senior,High School / GED,Nevada,Computer Science,6,7,L-4,Concatenation,4,4,87.198,AKIAYPZKJUD4MSKJLBUZ_v_20250424T004557_ZqcUVYjr5xLFHyfI8iOsG7i9nLQflM6_.csv
7,d7a03449,Male,18-24,Senior,High School / GED,Nevada,Computer Science,6,8,L-4,Interpolation,1,2,107.065,AKIAYPZKJUD4MSKJLBUZ_v_20250424T004557_ZqcUVYjr5xLFHyfI8iOsG7i9nLQflM6_.csv
8,d7a03449,Male,18-24,Senior,High School / GED,Nevada,Computer Science,6,9,L-3,Concatenation,3,3,36.023,AKIAYPZKJUD4MSKJLBUZ_v_20250424T004557_ZqcUVYjr5xLFHyfI8iOsG7i9nLQflM6_.csv
9,d7a03449,Male,18-24,Senior,High School / GED,Nevada,Computer Science,6,10,L-3,Interpolation,2,2,28.59,AKIAYPZKJUD4MSKJLBUZ_v_20250424T004557_ZqcUVYjr5xLFHyfI8iOsG7i9nLQflM6_.csv
10,d7a03449,Male,18-24,Senior,High School / GED,Nevada,Computer Science,6,11,L-4,Concatenation,3,3,32.192,AKIAYPZKJUD4MSKJLBUZ_v_20250424T004557_ZqcUVYjr5xLFHyfI8iOsG7i9nLQflM6_.csv
11,d7a03449,Male,18-24,Senior,High School / GED,Nevada,Computer Science,6,12,L-4,Interpolation,1,1,23.988,AKIAYPZKJUD4MSKJLBUZ_v_20250424T004557_ZqcUVYjr5xLFHyfI8iOsG7i9nLQflM6_.csv
12,d7a03449,Male,18-24,Senior,High School / GED,Nevada,Computer Science,6,13,L-2,Concatenation,4,4,33.138,AKIAYPZKJUD4MSKJLBUZ_v_20250424T004557_ZqcUVYjr5xLFHyfI8iOsG7i9nLQflM6_.csv
13,d7a03449,Male,18-24,Senior,High School / GED,Nevada,Computer Science,6,14,L-2,Interpolation,2,2,10.694,AKIAYPZKJUD4MSKJLBUZ_v_20250424T004557_ZqcUVYjr5xLFHyfI8iOsG7i9nLQflM6_.csv
14,d7a03449,Male,18-24,Senior,High School / GED,Nevada,Computer Science,6,15,L-3,Concatenation,1,1,32.996,AKIAYPZKJUD4MSKJLBUZ_v_20250424T004557_ZqcUVYjr5xLFHyfI8iOsG7i9nLQflM6_.csv
15,d7a03449,Male,18-24,Senior,High School / GED,Nevada,Computer Science,6,16,L-3,Interpolation,3,3,12.344,AKIAYPZKJUD4MSKJLBUZ_v_20250424T004557_ZqcUVYjr5xLFHyfI8iOsG7i9nLQflM6_.csv
0,3a837d5f,Male,18-24,Senior,Some college/university,Nevada,Computer Science ,4,1,L-1,Concatenation,2,2,35.698,AKIAYPZKJUD4MSKJLBUZ_v_20250424T031708_QykVoPgDk6y3mm4PZDHVHzhni3h68udj.csv
1,3a837d5f,Male,18-24,Senior,Some college/university,Nevada,Computer Science ,4,2,L-1,Interpolation,1,1,11.257,AKIAYPZKJUD4MSKJLBUZ_v_20250424T031708_QykVoPgDk6y3mm4PZDHVHzhni3h68udj.csv
2,3a837d5f,Male,18-24,Senior,Some college/university,Nevada,Computer Science ,4,3,L-2,Concatenation,1,4,19.338,AKIAYPZKJUD4MSKJLBUZ_v_20250424T031708_QykVoPgDk6y3mm4PZDHVHzhni3h68udj.csv
3,3a837d5f,Male,18-24,Senior,Some college/university,Nevada,Computer Science ,4,4,L-2,Interpolation,2,2,11.714,AKIAYPZKJUD4MSKJLBUZ_v_20250424T031708_QykVoPgDk6y3mm4PZDHVHzhni3h68udj.csv
4,3a837d5f,Male,18-24,Senior,Some college/university,Nevada,Computer Science ,4,5,L-2,Concatenation,3,3,0.148,AKIAYPZKJUD4MSKJLBUZ_v_20250424T031708_QykVoPgDk6y3mm4PZDHVHzhni3h68udj.csv
5,3a837d5f,Male,18-24,Senior,Some college/university,Nevada,Computer Science ,4,6,L-2,Interpolation,4,2,0.125,AKIAYPZKJUD4MSKJLBUZ_v_20250424T031708_QykVoPgDk6y3mm4PZDHVHzhni3h68udj.csv
6,3a837d5f,Male,18-24,Senior,Some college/university,Nevada,Computer Science ,4,7,L-4,Concatenation,4,3,0.107,AKIAYPZKJUD4MSKJLBUZ_v_20250424T031708_QykVoPgDk6y3mm4PZDHVHzhni3h68udj.csv
7,3a837d5f,Male,18-24,Senior,Some college/university,Nevada,Computer Science ,4,8,L-4,Interpolation,1,3,0.243,AKIAYPZKJUD4MSKJLBUZ_v_20250424T031708_QykVoPgDk6y3mm4PZDHVHzhni3h68udj.csv
8,3a837d5f,Male,18-24,Senior,Some college/university,Nevada,Computer Science ,4,9,L-3,Concatenation,3,4,0.039,AKIAYPZKJUD4MSKJLBUZ_v_20250424T031708_QykVoPgDk6y3mm4PZDHVHzhni3h68udj.csv
9,3a837d5f,Male,18-24,Senior,Some college/university,Nevada,Computer Science ,4,10,L-3,Interpolation,2,3,0.157,AKIAYPZKJUD4MSKJLBUZ_v_20250424T031708_QykVoPgDk6y3mm4PZDHVHzhni3h68udj.csv
10,3a837d5f,Male,18-24,Senior,Some college/university,Nevada,Computer Science ,4,11,L-4,Concatenation,3,4,0.083,AKIAYPZKJUD4MSKJLBUZ_v_20250424T031708_QykVoPgDk6y3mm4PZDHVHzhni3h68udj.csv
11,3a837d5f,Male,18-24,Senior,Some college/university,Nevada,Computer Science ,4,12,L-4,Interpolation,1,3,0.137,AKIAYPZKJUD4MSKJLBUZ_v_20250424T031708_QykVoPgDk6y3mm4PZDHVHzhni3h68udj.csv
12,3a837d5f,Male,18-24,Senior,Some college/university,Nevada,Computer Science ,4,13,L-2,Concatenation,4,4,0.098,AKIAYPZKJUD4MSKJLBUZ_v_20250424T031708_QykVoPgDk6y3mm4PZDHVHzhni3h68udj.csv
13,3a837d5f,Male,18-24,Senior,Some college/university,Nevada,Computer Science ,4,14,L-2,Interpolation,2,3,0.17,AKIAYPZKJUD4MSKJLBUZ_v_20250424T031708_QykVoPgDk6y3mm4PZDHVHzhni3h68udj.csv
14,3a837d5f,Male,18-24,Senior,Some college/university,Nevada,Computer Science ,4,15,L-3,Concatenation,1,4,0.072,AKIAYPZKJUD4MSKJLBUZ_v_20250424T031708_QykVoPgDk6y3mm4PZDHVHzhni3h68udj.csv
15,3a837d5f,Male,18-24,Senior,Some college/university,Nevada,Computer Science ,4,16,L-3,Interpolation,3,4,1.094,AKIAYPZKJUD4MSKJLBUZ_v_20250424T031708_QykVoPgDk6y3mm4PZDHVHzhni3h68udj.csv
0,fb5ddfab,Male,18-24,Senior,High School / GED,Las Vegas,Computer Science,7,1,L-1,Concatenation,2,2,27.093,AKIAYPZKJUD4MSKJLBUZ_v_20250424T032247_beGGGGWwMJGiiAxzRPpSwL_N5L_l54Ox.csv
1,fb5ddfab,Male,18-24,Senior,High School / GED,Las Vegas,Computer Science,7,2,L-1,Interpolation,1,1,26.093,AKIAYPZKJUD4MSKJLBUZ_v_20250424T032247_beGGGGWwMJGiiAxzRPpSwL_N5L_l54Ox.csv
2,fb5ddfab,Male,18-24,Senior,High School / GED,Las Vegas,Computer Science,7,3,L-2,Concatenation,1,4,46.757,AKIAYPZKJUD4MSKJLBUZ_v_20250424T032247_beGGGGWwMJGiiAxzRPpSwL_N5L_l54Ox.csv
3,fb5ddfab,Male,18-24,Senior,High School / GED,Las Vegas,Computer Science,7,4,L-2,Interpolation,2,2,50.815,AKIAYPZKJUD4MSKJLBUZ_v_20250424T032247_beGGGGWwMJGiiAxzRPpSwL_N5L_l54Ox.csv
4,fb5ddfab,Male,18-24,Senior,High School / GED,Las Vegas,Computer Science,7,5,L-2,Concatenation,3,2,41.882,AKIAYPZKJUD4MSKJLBUZ_v_20250424T032247_beGGGGWwMJGiiAxzRPpSwL_N5L_l54Ox.csv
5,fb5ddfab,Male,18-24,Senior,High School / GED,Las Vegas,Computer Science,7,6,L-2,Interpolation,4,3,10.907,AKIAYPZKJUD4MSKJLBUZ_v_20250424T032247_beGGGGWwMJGiiAxzRPpSwL_N5L_l54Ox.csv
6,fb5ddfab,Male,18-24,Senior,High School / GED,Las Vegas,Computer Science,7,7,L-4,Concatenation,4,4,40.862,AKIAYPZKJUD4MSKJLBUZ_v_20250424T032247_beGGGGWwMJGiiAxzRPpSwL_N5L_l54Ox.csv
7,fb5ddfab,Male,18-24,Senior,High School / GED,Las Vegas,Computer Science,7,8,L-4,Interpolation,1,1,39.944,AKIAYPZKJUD4MSKJLBUZ_v_20250424T032247_beGGGGWwMJGiiAxzRPpSwL_N5L_l54Ox.csv
8,fb5ddfab,Male,18-24,Senior,High School / GED,Las Vegas,Computer Science,7,9,L-3,Concatenation,3,2,22.02,AKIAYPZKJUD4MSKJLBUZ_v_20250424T032247_beGGGGWwMJGiiAxzRPpSwL_N5L_l54Ox.csv
9,fb5ddfab,Male,18-24,Senior,High School / GED,Las Vegas,Computer Science,7,10,L-3,Interpolation,2,2,14.181,AKIAYPZKJUD4MSKJLBUZ_v_20250424T032247_beGGGGWwMJGiiAxzRPpSwL_N5L_l54Ox.csv
10,fb5ddfab,Male,18-24,Senior,High School / GED,Las Vegas,Computer Science,7,11,L-4,Concatenation,3,3,53.375,AKIAYPZKJUD4MSKJLBUZ_v_20250424T032247_beGGGGWwMJGiiAxzRPpSwL_N5L_l54Ox.csv
11,fb5ddfab,Male,18-24,Senior,High School / GED,Las Vegas,Computer Science,7,12,L-4,Interpolation,1,3,29.262,AKIAYPZKJUD4MSKJLBUZ_v_20250424T032247_beGGGGWwMJGiiAxzRPpSwL_N5L_l54Ox.csv
12,fb5ddfab,Male,18-24,Senior,High School / GED,Las Vegas,Computer Science,7,13,L-2,Concatenation,4,4,14.467,AKIAYPZKJUD4MSKJLBUZ_v_20250424T032247_beGGGGWwMJGiiAxzRPpSwL_N5L_l54Ox.csv
13,fb5ddfab,Male,18-24,Senior,High School / GED,Las Vegas,Computer Science,7,14,L-2,Interpolation,2,2,6.452,AKIAYPZKJUD4MSKJLBUZ_v_20250424T032247_beGGGGWwMJGiiAxzRPpSwL_N5L_l54Ox.csv
14,fb5ddfab,Male,18-24,Senior,High School / GED,Las Vegas,Computer Science,7,15,L-3,Concatenation,1,1,33.349,AKIAYPZKJUD4MSKJLBUZ_v_20250424T032247_beGGGGWwMJGiiAxzRPpSwL_N5L_l54Ox.csv
15,fb5ddfab,Male,18-24,Senior,High School / GED,Las Vegas,Computer Science,7,16,L-3,Interpolation,3,3,14.535,AKIAYPZKJUD4MSKJLBUZ_v_20250424T032247_beGGGGWwMJGiiAxzRPpSwL_N5L_l54Ox.csv
0,df4a1ddc,Male,36-44,Senior,Associate Degree,Nevada,Computer Science,4,1,L-1,Concatenation,2,2,23.225,AKIAYPZKJUD4MSKJLBUZ_v_20250424T035929_kUO.Zv0kDla3qv37uprg5FlkVk3VTWvm.csv
1,df4a1ddc,Male,36-44,Senior,Associate Degree,Nevada,Computer Science,4,2,L-1,Interpolation,1,1,22.086,AKIAYPZKJUD4MSKJLBUZ_v_20250424T035929_kUO.Zv0kDla3qv37uprg5FlkVk3VTWvm.csv
2,df4a1ddc,Male,36-44,Senior,Associate Degree,Nevada,Computer Science,4,3,L-2,Concatenation,1,1,23.68,AKIAYPZKJUD4MSKJLBUZ_v_20250424T035929_kUO.Zv0kDla3qv37uprg5FlkVk3VTWvm.csv
3,df4a1ddc,Male,36-44,Senior,Associate Degree,Nevada,Computer Science,4,4,L-2,Interpolation,2,2,21.348,AKIAYPZKJUD4MSKJLBUZ_v_20250424T035929_kUO.Zv0kDla3qv37uprg5FlkVk3VTWvm.csv
4,df4a1ddc,Male,36-44,Senior,Associate Degree,Nevada,Computer Science,4,5,L-2,Concatenation,3,3,31.585,AKIAYPZKJUD4MSKJLBUZ_v_20250424T035929_kUO.Zv0kDla3qv37uprg5FlkVk3VTWvm.csv
5,df4a1ddc,Male,36-44,Senior,Associate Degree,Nevada,Computer Science,4,6,L-2,Interpolation,4,3,14.578,AKIAYPZKJUD4MSKJLBUZ_v_20250424T035929_kUO.Zv0kDla3qv37uprg5FlkVk3VTWvm.csv
6,df4a1ddc,Male,36-44,Senior,Associate Degree,Nevada,Computer Science,4,7,L-4,Concatenation,4,4,44.252,AKIAYPZKJUD4MSKJLBUZ_v_20250424T035929_kUO.Zv0kDla3qv37uprg5FlkVk3VTWvm.csv
7,df4a1ddc,Male,36-44,Senior,Associate Degree,Nevada,Computer Science,4,8,L-4,Interpolation,1,1,33.772,AKIAYPZKJUD4MSKJLBUZ_v_20250424T035929_kUO.Zv0kDla3qv37uprg5FlkVk3VTWvm.csv
8,df4a1ddc,Male,36-44,Senior,Associate Degree,Nevada,Computer Science,4,9,L-3,Concatenation,3,3,38.638,AKIAYPZKJUD4MSKJLBUZ_v_20250424T035929_kUO.Zv0kDla3qv37uprg5FlkVk3VTWvm.csv
9,df4a1ddc,Male,36-44,Senior,Associate Degree,Nevada,Computer Science,4,10,L-3,Interpolation,2,2,26.955,AKIAYPZKJUD4MSKJLBUZ_v_20250424T035929_kUO.Zv0kDla3qv37uprg5FlkVk3VTWvm.csv
10,df4a1ddc,Male,36-44,Senior,Associate Degree,Nevada,Computer Science,4,11,L-4,Concatenation,3,1,78.301,AKIAYPZKJUD4MSKJLBUZ_v_20250424T035929_kUO.Zv0kDla3qv37uprg5FlkVk3VTWvm.csv
11,df4a1ddc,Male,36-44,Senior,Associate Degree,Nevada,Computer Science,4,12,L-4,Interpolation,1,3,51.573,AKIAYPZKJUD4MSKJLBUZ_v_20250424T035929_kUO.Zv0kDla3qv37uprg5FlkVk3VTWvm.csv
12,df4a1ddc,Male,36-44,Senior,Associate Degree,Nevada,Computer Science,4,13,L-2,Concatenation,4,4,25.73,AKIAYPZKJUD4MSKJLBUZ_v_20250424T035929_kUO.Zv0kDla3qv37uprg5FlkVk3VTWvm.csv
13,df4a1ddc,Male,36-44,Senior,Associate Degree,Nevada,Computer Science,4,14,L-2,Interpolation,2,2,14.672,AKIAYPZKJUD4MSKJLBUZ_v_20250424T035929_kUO.Zv0kDla3qv37uprg5FlkVk3VTWvm.csv
14,df4a1ddc,Male,36-44,Senior,Associate Degree,Nevada,Computer Science,4,15,L-3,Concatenation,1,1,35.597,AKIAYPZKJUD4MSKJLBUZ_v_20250424T035929_kUO.Zv0kDla3qv37uprg5FlkVk3VTWvm.csv
15,df4a1ddc,Male,36-44,Senior,Associate Degree,Nevada,Computer Science,4,16,L-3,Interpolation,3,4,22.876,AKIAYPZKJUD4MSKJLBUZ_v_20250424T035929_kUO.Zv0kDla3qv37uprg5FlkVk3VTWvm.csv
0,0de01107,Male,18-24,Senior,Some college/university,Nevada,Computer Science,0,1,L-1,Concatenation,2,2,13.613,AKIAYPZKJUD4MSKJLBUZ_v_20250424T084204_dorCRwWmpgHjX8yK1XfrMfWBGEhCJeEH.csv
1,0de01107,Male,18-24,Senior,Some college/university,Nevada,Computer Science,0,2,L-1,Interpolation,1,1,18.999,AKIAYPZKJUD4MSKJLBUZ_v_20250424T084204_dorCRwWmpgHjX8yK1XfrMfWBGEhCJeEH.csv
2,0de01107,Male,18-24,Senior,Some college/university,Nevada,Computer Science,0,3,L-2,Concatenation,1,4,26.84,AKIAYPZKJUD4MSKJLBUZ_v_20250424T084204_dorCRwWmpgHjX8yK1XfrMfWBGEhCJeEH.csv
3,0de01107,Male,18-24,Senior,Some college/university,Nevada,Computer Science,0,4,L-2,Interpolation,2,2,45.296,AKIAYPZKJUD4MSKJLBUZ_v_20250424T084204_dorCRwWmpgHjX8yK1XfrMfWBGEhCJeEH.csv
4,0de01107,Male,18-24,Senior,Some college/university,Nevada,Computer Science,0,5,L-2,Concatenation,3,3,17.448,AKIAYPZKJUD4MSKJLBUZ_v_20250424T084204_dorCRwWmpgHjX8yK1XfrMfWBGEhCJeEH.csv
5,0de01107,Male,18-24,Senior,Some college/university,Nevada,Computer Science,0,6,L-2,Interpolation,4,3,12.913,AKIAYPZKJUD4MSKJLBUZ_v_20250424T084204_dorCRwWmpgHjX8yK1XfrMfWBGEhCJeEH.csv
6,0de01107,Male,18-24,Senior,Some college/university,Nevada,Computer Science,0,7,L-4,Concatenation,4,1,95.041,AKIAYPZKJUD4MSKJLBUZ_v_20250424T084204_dorCRwWmpgHjX8yK1XfrMfWBGEhCJeEH.csv
7,0de01107,Male,18-24,Senior,Some college/university,Nevada,Computer Science,0,8,L-4,Interpolation,1,2,3.264,AKIAYPZKJUD4MSKJLBUZ_v_20250424T084204_dorCRwWmpgHjX8yK1XfrMfWBGEhCJeEH.csv
8,0de01107,Male,18-24,Senior,Some college/university,Nevada,Computer Science,0,9,L-3,Concatenation,3,3,4.364,AKIAYPZKJUD4MSKJLBUZ_v_20250424T084204_dorCRwWmpgHjX8yK1XfrMfWBGEhCJeEH.csv
9,0de01107,Male,18-24,Senior,Some college/university,Nevada,Computer Science,0,10,L-3,Interpolation,2,2,15.418,AKIAYPZKJUD4MSKJLBUZ_v_20250424T084204_dorCRwWmpgHjX8yK1XfrMfWBGEhCJeEH.csv
10,0de01107,Male,18-24,Senior,Some college/university,Nevada,Computer Science,0,11,L-4,Concatenation,3,4,2.254,AKIAYPZKJUD4MSKJLBUZ_v_20250424T084204_dorCRwWmpgHjX8yK1XfrMfWBGEhCJeEH.csv
11,0de01107,Male,18-24,Senior,Some college/university,Nevada,Computer Science,0,12,L-4,Interpolation,1,1,1.858,AKIAYPZKJUD4MSKJLBUZ_v_20250424T084204_dorCRwWmpgHjX8yK1XfrMfWBGEhCJeEH.csv
12,0de01107,Male,18-24,Senior,Some college/university,Nevada,Computer Science,0,13,L-2,Concatenation,4,4,10.1,AKIAYPZKJUD4MSKJLBUZ_v_20250424T084204_dorCRwWmpgHjX8yK1XfrMfWBGEhCJeEH.csv
13,0de01107,Male,18-24,Senior,Some college/university,Nevada,Computer Science,0,14,L-2,Interpolation,2,2,20.658,AKIAYPZKJUD4MSKJLBUZ_v_20250424T084204_dorCRwWmpgHjX8yK1XfrMfWBGEhCJeEH.csv
14,0de01107,Male,18-24,Senior,Some college/university,Nevada,Computer Science,0,15,L-3,Concatenation,1,3,2.906,AKIAYPZKJUD4MSKJLBUZ_v_20250424T084204_dorCRwWmpgHjX8yK1XfrMfWBGEhCJeEH.csv
15,0de01107,Male,18-24,Senior,Some college/university,Nevada,Computer Science,0,16,L-3,Interpolation,3,1,0.996,AKIAYPZKJUD4MSKJLBUZ_v_20250424T084204_dorCRwWmpgHjX8yK1XfrMfWBGEhCJeEH.csv
0,99b5ba63,Male,18-24,Senior,High School / GED,Nevada,Computer Science,5,1,L-1,Concatenation,2,2,11.721,AKIAYPZKJUD4MSKJLBUZ_v_20250424T085945_Eq9_TeUJD4ZyVVqRbYa2_qB2b6RIc8BP.csv
1,99b5ba63,Male,18-24,Senior,High School / GED,Nevada,Computer Science,5,2,L-1,Interpolation,1,1,11.662,AKIAYPZKJUD4MSKJLBUZ_v_20250424T085945_Eq9_TeUJD4ZyVVqRbYa2_qB2b6RIc8BP.csv
2,99b5ba63,Male,18-24,Senior,High School / GED,Nevada,Computer Science,5,3,L-2,Concatenation,1,4,15.308,AKIAYPZKJUD4MSKJLBUZ_v_20250424T085945_Eq9_TeUJD4ZyVVqRbYa2_qB2b6RIc8BP.csv
3,99b5ba63,Male,18-24,Senior,High School / GED,Nevada,Computer Science,5,4,L-2,Interpolation,2,2,16.35,AKIAYPZKJUD4MSKJLBUZ_v_20250424T085945_Eq9_TeUJD4ZyVVqRbYa2_qB2b6RIc8BP.csv
4,99b5ba63,Male,18-24,Senior,High School / GED,Nevada,Computer Science,5,5,L-2,Concatenation,3,3,20.189,AKIAYPZKJUD4MSKJLBUZ_v_20250424T085945_Eq9_TeUJD4ZyVVqRbYa2_qB2b6RIc8BP.csv
5,99b5ba63,Male,18-24,Senior,High School / GED,Nevada,Computer Science,5,6,L-2,Interpolation,4,3,11.319,AKIAYPZKJUD4MSKJLBUZ_v_20250424T085945_Eq9_TeUJD4ZyVVqRbYa2_qB2b6RIc8BP.csv
6,99b5ba63,Male,18-24,Senior,High School / GED,Nevada,Computer Science,5,7,L-4,Concatenation,4,4,53.673,AKIAYPZKJUD4MSKJLBUZ_v_20250424T085945_Eq9_TeUJD4ZyVVqRbYa2_qB2b6RIc8BP.csv
7,99b5ba63,Male,18-24,Senior,High School / GED,Nevada,Computer Science,5,8,L-4,Interpolation,1,1,18.592,AKIAYPZKJUD4MSKJLBUZ_v_20250424T085945_Eq9_TeUJD4ZyVVqRbYa2_qB2b6RIc8BP.csv
8,99b5ba63,Male,18-24,Senior,High School / GED,Nevada,Computer Science,5,9,L-3,Concatenation,3,3,17.696,AKIAYPZKJUD4MSKJLBUZ_v_20250424T085945_Eq9_TeUJD4ZyVVqRbYa2_qB2b6RIc8BP.csv
9,99b5ba63,Male,18-24,Senior,High School / GED,Nevada,Computer Science,5,10,L-3,Interpolation,2,2,16.028,AKIAYPZKJUD4MSKJLBUZ_v_20250424T085945_Eq9_TeUJD4ZyVVqRbYa2_qB2b6RIc8BP.csv
10,99b5ba63,Male,18-24,Senior,High School / GED,Nevada,Computer Science,5,11,L-4,Concatenation,3,3,18.851,AKIAYPZKJUD4MSKJLBUZ_v_20250424T085945_Eq9_TeUJD4ZyVVqRbYa2_qB2b6RIc8BP.csv
11,99b5ba63,Male,18-24,Senior,High School / GED,Nevada,Computer Science,5,12,L-4,Interpolation,1,1,23.187,AKIAYPZKJUD4MSKJLBUZ_v_20250424T085945_Eq9_TeUJD4ZyVVqRbYa2_qB2b6RIc8BP.csv
12,99b5ba63,Male,18-24,Senior,High School / GED,Nevada,Computer Science,5,13,L-2,Concatenation,4,4,10.231,AKIAYPZKJUD4MSKJLBUZ_v_20250424T085945_Eq9_TeUJD4ZyVVqRbYa2_qB2b6RIc8BP.csv
13,99b5ba63,Male,18-24,Senior,High School / GED,Nevada,Computer Science,5,14,L-2,Interpolation,2,2,10.759,AKIAYPZKJUD4MSKJLBUZ_v_20250424T085945_Eq9_TeUJD4ZyVVqRbYa2_qB2b6RIc8BP.csv
14,99b5ba63,Male,18-24,Senior,High School / GED,Nevada,Computer Science,5,15,L-3,Concatenation,1,1,34.733,AKIAYPZKJUD4MSKJLBUZ_v_20250424T085945_Eq9_TeUJD4ZyVVqRbYa2_qB2b6RIc8BP.csv
15,99b5ba63,Male,18-24,Senior,High School / GED,Nevada,Computer Science,5,16,L-3,Interpolation,3,4,11.174,AKIAYPZKJUD4MSKJLBUZ_v_20250424T085945_Eq9_TeUJD4ZyVVqRbYa2_qB2b6RIc8BP.csv
0,47fbae2a,Male,36-44,Senior,Associate Degree,Nevada,BS Computer Science,5,1,L-1,Concatenation,2,2,42.014,AKIAYPZKJUD4MSKJLBUZ_v_20250424T143458_9zSEq1cq8lbTgpQbGcGxX7NLSZvjUq5w.csv
1,47fbae2a,Male,36-44,Senior,Associate Degree,Nevada,BS Computer Science,5,2,L-1,Interpolation,1,1,39.892,AKIAYPZKJUD4MSKJLBUZ_v_20250424T143458_9zSEq1cq8lbTgpQbGcGxX7NLSZvjUq5w.csv
2,47fbae2a,Male,36-44,Senior,Associate Degree,Nevada,BS Computer Science,5,3,L-2,Concatenation,1,4,39.515,AKIAYPZKJUD4MSKJLBUZ_v_20250424T143458_9zSEq1cq8lbTgpQbGcGxX7NLSZvjUq5w.csv
3,47fbae2a,Male,36-44,Senior,Associate Degree,Nevada,BS Computer Science,5,4,L-2,Interpolation,2,2,39.511,AKIAYPZKJUD4MSKJLBUZ_v_20250424T143458_9zSEq1cq8lbTgpQbGcGxX7NLSZvjUq5w.csv
4,47fbae2a,Male,36-44,Senior,Associate Degree,Nevada,BS Computer Science,5,5,L-2,Concatenation,3,3,77.313,AKIAYPZKJUD4MSKJLBUZ_v_20250424T143458_9zSEq1cq8lbTgpQbGcGxX7NLSZvjUq5w.csv
5,47fbae2a,Male,36-44,Senior,Associate Degree,Nevada,BS Computer Science,5,6,L-2,Interpolation,4,3,39.793,AKIAYPZKJUD4MSKJLBUZ_v_20250424T143458_9zSEq1cq8lbTgpQbGcGxX7NLSZvjUq5w.csv
6,47fbae2a,Male,36-44,Senior,Associate Degree,Nevada,BS Computer Science,5,7,L-4,Concatenation,4,4,68.436,AKIAYPZKJUD4MSKJLBUZ_v_20250424T143458_9zSEq1cq8lbTgpQbGcGxX7NLSZvjUq5w.csv
7,47fbae2a,Male,36-44,Senior,Associate Degree,Nevada,BS Computer Science,5,8,L-4,Interpolation,1,1,41.445,AKIAYPZKJUD4MSKJLBUZ_v_20250424T143458_9zSEq1cq8lbTgpQbGcGxX7NLSZvjUq5w.csv
8,47fbae2a,Male,36-44,Senior,Associate Degree,Nevada,BS Computer Science,5,9,L-3,Concatenation,3,3,88.75,AKIAYPZKJUD4MSKJLBUZ_v_20250424T143458_9zSEq1cq8lbTgpQbGcGxX7NLSZvjUq5w.csv
9,47fbae2a,Male,36-44,Senior,Associate Degree,Nevada,BS Computer Science,5,10,L-3,Interpolation,2,2,35.453,AKIAYPZKJUD4MSKJLBUZ_v_20250424T143458_9zSEq1cq8lbTgpQbGcGxX7NLSZvjUq5w.csv
10,47fbae2a,Male,36-44,Senior,Associate Degree,Nevada,BS Computer Science,5,11,L-4,Concatenation,3,3,60.035,AKIAYPZKJUD4MSKJLBUZ_v_20250424T143458_9zSEq1cq8lbTgpQbGcGxX7NLSZvjUq5w.csv
11,47fbae2a,Male,36-44,Senior,Associate Degree,Nevada,BS Computer Science,5,12,L-4,Interpolation,1,1,26.478,AKIAYPZKJUD4MSKJLBUZ_v_20250424T143458_9zSEq1cq8lbTgpQbGcGxX7NLSZvjUq5w.csv
12,47fbae2a,Male,36-44,Senior,Associate Degree,Nevada,BS Computer Science,5,13,L-2,Concatenation,4,4,29.847,AKIAYPZKJUD4MSKJLBUZ_v_20250424T143458_9zSEq1cq8lbTgpQbGcGxX7NLSZvjUq5w.csv
